SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosages Description,Use For,DAR
1146,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Razinmax Vet,Piperazine,100%,Powder,Veterinary,366-0020-077
1147,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Tiavet Vet,Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,366-0021-077
1148,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Incotim-Vet,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,Veterinary,366-0022-077
1149,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Helmiban Vet,Albendazole,600 mg,Bolus,Veterinary,366-0023-077
1150,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Beuflox Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,366-0024-077
1151,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Tylorest Vet,Tylosin,20 gm/100 gm,Powder,Veterinary,366-0025-077
1152,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Gainvit Vet,Vitamin A + Vitamin D3 + Vitamin E,1 Lac IU + 20000 IU + 20 mg/ml,Liquid,Veterinary,366-0027-077
1153,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Inovit ES Vet,Sodium Selenate + Vitamin E,50 mg + 10 gm/100 ml,Oral Solution,Veterinary,366-0029-077
1154,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Ziflu Vet,Zinc,200 mg,Bolus,Veterinary,366-0030-077
1155,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Incotim Vet,Sulphamethoxazole + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,366-0031-077
1156,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Flamyd-Vet,Metronidazole,2 gm,Bolus,Veterinary,366-0032-077
1157,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Titex Vet,Oxytetracycline,500 mg,Bolus,Veterinary,366-0033-077
1158,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Beuflox-Vet,Ciprofloxacin,50 mg/ml,Injection,Veterinary,366-0034-077
1159,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Intamycin Vet,Gentamicin,100 mg/ml,Injection,Veterinary,366-0036-077
1160,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Bovixon-Vet 1gm,Ceftriaxone,1 gm/vial,Injection,Veterinary,366-0038-077
1161,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Bovixon-Vet 2gm,Ceftriaxone,2 gm/vial,Injection,Veterinary,366-0039-077
1162,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Duozol Vet,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,366-0041-077
1163,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Avipef Vet,Pefloxacin,10 gm/100 ml,Solution,Veterinary,366-0045-077
1164,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Titex DS Vet,Oxytetracycline,1 gm,Bolus,Veterinary,366-0046-077
1165,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Toltacox Vet,Toltrazuril,2.5 gm/100 ml,Solution,Veterinary,366-0047-077
1166,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Lefoam Vet,Simethicone,1 gm/100 ml,Emulsion,Veterinary,366-0050-077
1167,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Firmac Plus Vet,Erythromycin + Sulphadiazine + Trimethoprim,180 mg + 150 mg + 30 mg,Powder,Veterinary,366-0048-077
1168,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Levoxin-Vet,Levofloxacin,10 gm/100 ml,Solution,Veterinary,366-0089-077
1169,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Parakil Vet 10 ml,Ivermectin,10 mg/ml,Injection,Veterinary,366-0091-077
1170,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Parakil Vet,Ivermectin,1 gm/100 ml,Injection,Veterinary,366-0092-077
1171,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Avitil Vet,Tilmicosin,250 mg/ml,Oral Solution,Veterinary,366-0105-077
1172,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Allurol-Vet,Allopurinol,5 gm/100 gm,Powder,Veterinary,366-0150-077
1173,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),ImiCarb-Vet Injection (10 ml),Imidocarb dipropionate,9.35 mg/ml,Injection,Veterinary,366-0151-077
1174,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Parakil Plus Vet (10 ml),Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,Veterinary,366-0154-077
1175,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Parakil Plus Vet (30 ml),Clorsulon + Ivermectin,3 gm + 300 mg/30 ml,Injection,Veterinary,366-0155-077
1176,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Helmiban DS-Vet,Albendazole,1200 mg,Bolus,Veterinary,366-0156-077
1177,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Metamax-Vet,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,Veterinary,366-0179-077
1178,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),ColiFlor Vet,Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,366-0210-077
1179,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Elikof Vet,Bromhexine Hydrochloride,1 gm/100 ml,Solution,Veterinary,366-0205-077
1180,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Intamycin-Vet,Gentamicin,20 gm/100 gm,Oral Powder,Veterinary,366-0206-077
1181,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Neucomycin-Vet,Lincomycin,44 mg/gm,Powder,Veterinary,366-0207-077
1182,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Intafenac plus 2 ml IM,Diclofenac Sodium + Lidocaine Hydrochloride,250 mg + 200 mcg/10 ml,Injection,Veterinary,366-0235-077
1183,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Ultibac Vet,Marbofloxacin,1 gm/10 ml,Injection,Veterinary,366-0322-077
1184,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Ultibac-Vet Bolus,Marbofloxacin,50 mg,Bolus,Veterinary,366-0331-077
1185,Incepta Pharmaceuticals Ltd. (Dhamrai Unit),Ultibac-Vet Injection,Marbofloxacin,3 gm/30 ml,Injection,Veterinary,366-0347-077
1186,Jayson Pharmaceuticals Ltd.,Histacin VET,Chlorpheniramine Maleate,10 mg/ml,Injection,Veterinary,013-0274-077
1187,Jayson Pharmaceuticals Ltd.,Histacin,Chlorpheniramine Maleate,10 mg/ml,Injection,Veterinary,013-0039-077
1188,Jayson Pharmaceuticals Ltd.,Jasotrim,Sulphamethoxazole + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,013-0254-077
1189,Jayson Pharmaceuticals Ltd.,Oxymycin Vet,Oxytetracycline,5 gm/100 ml,Injection,Veterinary,013-0250-077
1190,Jayson Pharmaceuticals Ltd.,Oxymycin LA Vet 10,Oxytetracycline,10 gm/100 ml,Injection,Veterinary,013-0355-077
1191,Jayson Pharmaceuticals Ltd.,Perazin Vet,Piperazine,100%,Powder,Veterinary,013-0316-077
1192,Jayson Pharmaceuticals Ltd.,Oxymycin H LA,Oxytetracycline,20 gm/100 ml,Injection,Veterinary,013-0249-077
1193,Jayson Pharmaceuticals Ltd.,Elmin,Albendazole,600 mg,Bolus,Veterinary,013-0339-077
1194,Jayson Pharmaceuticals Ltd.,Jasolin Vet,Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,013-0433-077
1195,JR Pharmaceuticals Ltd.,Metronidazole Vet,Metronidazole,2 gm,Bolus,Veterinary,420-0043-077
1196,JR Pharmaceuticals Ltd.,Paracetamol Vet,Paracetamol,2 gm,Bolus,Veterinary,420-0044-077
1197,JR Pharmaceuticals Ltd.,Ciprofloxacin,Ciprofloxacin,1 gm,Bolus,Veterinary,420-0045-077
1198,JR Pharmaceuticals Ltd.,Oxytetracycline Vet,Oxytetracycline,500 mg,Bolus,Veterinary,420-0046-077
1199,JP Pharmaceuticals (Veterinary),Jzol Vet,Albendazole,600 mg,Bolus,Veterinary,471-0001-077
1200,JP Pharmaceuticals (Veterinary),J-Cold Vet,Bromhexine Hydrochloride,100 mg,Bolus,Veterinary,471-0002-077
1201,JP Pharmaceuticals (Veterinary),Carfen Vet,Carprofen,100 mg,Bolus,Veterinary,471-0003-077
1202,JP Pharmaceuticals (Veterinary),Ciptin Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,471-0004-077
1203,JP Pharmaceuticals (Veterinary),Edemax Vet,Furosemide,2 gm,Bolus,Veterinary,471-0005-077
1204,JP Pharmaceuticals (Veterinary),Marbomax Vet,Marbofloxacin,50 mg,Bolus,Veterinary,471-0006-077
1205,JP Pharmaceuticals (Veterinary),Marbomax DS Vet,Marbofloxacin,100 mg,Bolus,Veterinary,471-0007-077
1206,JP Pharmaceuticals (Veterinary),Podo Vet,Metronidazole,2 gm,Bolus,Veterinary,471-0008-077
1207,JP Pharmaceuticals (Veterinary),Oxytop Vet,Oxytetracycline,500 mg,Bolus,Veterinary,471-0009-077
1208,JP Pharmaceuticals (Veterinary),Top Vet,Paracetamol,2 gm,Bolus,Veterinary,471-0010-077
1209,JP Pharmaceuticals (Veterinary),Sulphamox Vet,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,471-0011-077
1210,JP Pharmaceuticals (Veterinary),Jdex Vet,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,471-0012-077
1211,Leader Pharmaceuticals Limited,LFC-10 Solution,Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,405-0001-077
1212,Leader Pharmaceuticals Limited,Stream (Vet) Solution,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,Veterinary,405-0002-077
1213,Leader Pharmaceuticals Limited,LFC (Vet),Ciprofloxacin,750 mg,Bolus,Veterinary,405-0003-077
1214,Leader Pharmaceuticals Limited,MC-Flox (Vet),Marbofloxacin,50 mg,Bolus,Veterinary,405-0004-077
1215,Leader Pharmaceuticals Limited,OT-Cycline (Vet),Oxytetracycline,500 mg,Bolus,Veterinary,405-0005-077
1216,Leader Pharmaceuticals Limited,LTSIN (Vet),Tylosin,20 gm/100 gm,Powder,Veterinary,405-0006-077
1217,Leader Pharmaceuticals Limited,Hempro (Vet),Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,Veterinary,405-0007-077
1218,Leader Pharmaceuticals Limited,Stream (Vet),Sulphadiazine + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,405-0008-077
1219,Leader Pharmaceuticals Limited,Tri-S (Vet),Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,405-0009-077
1220,Leader Pharmaceuticals Limited,Lidasal (Vet),Levamisole,200 mg/gm,Powder,Veterinary,405-0010-077
1221,Leader Pharmaceuticals Limited,Hostin (Vet),Promethazine Hydrochloride,150 mg,Bolus,Veterinary,405-0011-077
1222,Leader Pharmaceuticals Limited,MT-2 (Vet),Metronidazole,2 gm,Bolus,Veterinary,405-0012-077
1223,Leader Pharmaceuticals Limited,Peraset (Vet),Paracetamol,2 gm,Bolus,Veterinary,405-0013-077
1224,Leader Pharmaceuticals Limited,LFC-20 (Vet) Powder,Ciprofloxacin,200 gm/Kg,Powder,Veterinary,405-0014-077
1225,Leader Pharmaceuticals Limited,Lidazine (Vet),Sulfaclozine,30%,Powder,Veterinary,405-0015-077
1226,Leader Pharmaceuticals Limited,Florcol (Vet),Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,405-0016-077
1227,Medicon Pharmaceuticals Ltd.,Anipar 100,Piperazine,100%,Powder,Veterinary,238-0019-077
1228,Medicon Pharmaceuticals Ltd.,Vetamox V 10%,Amoxicillin,10%,Powder,Veterinary,238-0036-077
1229,Medicon Pharmaceuticals Ltd.,Vitavet WS,Biotin + Cyanocobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D + Vitamin E + Vitamin K,5 mg + 2 mg + 1 mcg + 2 mg + 2 mg + 4 mg + 4 mg + 10000 IU + 1.2 mg + 30 mg + 2500 IU + 4 mg + 3.2 mg,Powder,Veterinary,238-0020-077
1230,Medicon Pharmaceuticals Ltd.,Solben,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,238-0080-077
1231,Medicon Pharmaceuticals Ltd.,Covet,Sulphamethoxazole + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,238-0071-077
1232,Medicon Pharmaceuticals Ltd.,Fativet,Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),9.1 mg + 50 mg + 20 mg + 100 mg + 25 mg,Bolus,Veterinary,238-0103-077
1233,Medicon Pharmaceuticals Ltd.,Tyret 20%,Tylosin,20 gm/100 gm,Powder,Veterinary,238-0105-077
1234,Medicon Pharmaceuticals Ltd.,Sulmin,Sulphadimidine,5 gm,Bolus,Veterinary,238-0107-077
1235,Medicon Pharmaceuticals Ltd.,Medizyme,Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,238-0108-077
1236,Medicon Pharmaceuticals Ltd.,Teracin,Oxytetracycline,20%,Powder,Veterinary,238-0112-077
1237,Medicon Pharmaceuticals Ltd.,Ciprol Vet,Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,238-0111-077
1238,Medicon Pharmaceuticals Ltd.,Tandamol vet,Paracetamol,2 gm,Bolus,Veterinary,238-0126-077
1239,Medicon Pharmaceuticals Ltd.,Ciprol Vet,Ciprofloxacin,750 mg,Bolus,Veterinary,238-0133-077
1240,Medicon Pharmaceuticals Ltd.,Medizol (Vet),Metronidazole,2 gm,Bolus,Veterinary,238-0155-077
1241,Medicon Pharmaceuticals Ltd.,Medicoc-25 (Vet),Toltrazuril,2.5 gm/100 ml,Solution,Veterinary,238-0172-077
1242,Medicon Pharmaceuticals Ltd.,Macrotyl (Vet),Tilmicosin,250 mg/ml,Oral Solution,Veterinary,238-0173-077
1243,Medicon Pharmaceuticals Ltd.,Doxicon-Vet,Doxycycline,100 mg/gm,Powder,Veterinary,238-0197-077
1244,Medimet Pharmaceuticals Ltd.,Hiconcil V 10%,Amoxicillin,10%,Powder,Veterinary,201-0129-077
1245,Medimet Pharmaceuticals Ltd.,Otet-V Vet,Oxytetracycline,500 mg,Bolus,Veterinary,201-0099-077
1246,Medimet Pharmaceuticals Ltd.,Wormet Vet,Albendazole,600 mg,Bolus,Veterinary,201-0100-077
1247,MedRx Life Science Ltd.,Ginovet,Ammonium Bicarbonate + Gentian + Ginger + Nux vomica + Sodium Bicarbonate,25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm,Powder,Veterinary,328-0009-077
1248,MedRx Life Science Ltd.,Medfat,Choline + Cobalt + Cyanocobalamin + Ferrous Sulphate + Vitamin B1,9.1 mg + 50 mg + 20 mcg + 100 mg + 25 mg,Bolus,Veterinary,328-0013-077
1249,MedRx Life Science Ltd.,Loly Zyme,Cellulose + Lipase + Pancreatin + Pepsin,20 mg + 10 mg + 100 mg + 50 mg/gm,Powder,Veterinary,328-0010-077
1250,MedRx Life Science Ltd.,Medipro 10,Ciprofloxacin,10 gm,Solution,Veterinary,328-0005-077
1251,MedRx Life Science Ltd.,Lolylite PLUS,Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Trisodium Citrate,184 mg + 50 mg + 500 mg + 266 mg,Powder,Veterinary,328-0008-077
1252,MedRx Life Science Ltd.,Medvit-ADE,Vitamin A + Vitamin D3 + Vitamin E,20 mg + 20000 IU + 1 Lac IU,Liquid,Veterinary,328-0006-077
1253,MedRx Life Science Ltd.,Medmisol Bolus,Levamisole,600 mg,Bolus,Veterinary,328-0011-077
1254,MedRx Life Science Ltd.,Lolyzole,Levamisole + Triclabendazole,150 mg + 225 mg,Bolus,Veterinary,328-0014-077
1255,MedRx Life Science Ltd.,Protomed,Metronidazole,2 gm,Bolus,Veterinary,328-0004-077
1256,MedRx Life Science Ltd.,Sulfamed 3 Bolus,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,328-0003-077
1257,MedRx Life Science Ltd.,Sultrimed Powder,Sulphachloropyridazone + Trimethoprim,10 % + 2 %,Powder,Veterinary,328-0007-077
1258,MedRx Life Science Ltd.,Medmycin,Erythromycin + Sulphadiazine + Trimethoprim,180 mg + 150 mg + 30 mg,Powder,Veterinary,328-0012-077
1259,MedRx Life Science Ltd.,Oxytramed,Oxytetracycline,500 mg,Bolus,Veterinary,328-0001-077
1260,MedRx Life Science Ltd.,Loxyvet 500,Amoxicillin,500 mg,Tablet,Veterinary,328-0032-023
1261,MedRx Life Science Ltd.,Povimed 10%,Povidone Iodine,10 gm/100 ml,Topical Solution,Veterinary,328-0033-071
1262,MedRx Life Science Ltd.,Chlortrimed,Chlortetracycline Hydrochloride,20 gm/100 gm,Powder,Veterinary,328-0022-077
1263,MedRx Life Science Ltd.,Enflomed 10,Enrofloxacin,100 mg/ml,Solution,Veterinary,328-0015-077
1264,MedRx Life Science Ltd.,Paracimed,Paracetamol,2 gm,Bolus,Veterinary,328-0021-077
1265,MedRx Life Science Ltd.,Medfanil,Sulphanilamide,100%,Powder,Veterinary,328-0019-077
1266,MedRx Life Science Ltd.,Piperamed Powder,Piperazine,100%,Powder,Veterinary,328-0018-077
1267,MedRx Life Science Ltd.,Prozimed,Promethazine Hydrochloride,150 mg,Bolus,Veterinary,328-0020-077
1268,MedRx Life Science Ltd.,Ampromed Vet,Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,Veterinary,328-0079-077
1269,MedRx Life Science Ltd.,Medfat-DS Vet,Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),18.2 mg + 100 mg + 40 mcg + 200 mg + 50 mg,Bolus,Veterinary,328-0080-077
1270,MedRx Life Science Ltd.,Lemed 10,Levofloxacin,10 gm/100 gm,Oral Powder,Veterinary,328-0081-077
1271,MedRx Life Science Ltd.,Oxytramed Vet,Oxytetracycline,20 gm/100 gm,Powder,Veterinary,328-0088-077
1272,MedRx Life Science Ltd.,T Dox-B Vet,Bromhexine Hydrochloride + Doxycycline + Tylosin Tartrate,2 gm + 20 gm + 10 gm/100 gm,Water Soluble Powder,Veterinary,328-0100-077
1273,MedRx Life Science Ltd.,Maglax Vet,Liquid Paraffin + Magnesium Hydroxide,25 ml + 6 gm/100 ml,Oral Emulsion,Veterinary,328-0101-077
1274,MedRx Life Science Ltd.,Gentamed 20 Vet,Gentamicin,20 gm/100 gm,Oral Powder,Veterinary,328-0049-077
1275,MedRx Life Science Ltd.,Tylomed 20,Tylosin,20 gm/100 gm,Powder,Veterinary,328-0051-077
1276,MedRx Life Science Ltd.,Medipro Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,328-0052-077
1277,Navana Pharmaceuticals Ltd.,D Vet,Doxycycline,100 mg/gm,Powder,Veterinary,267-0107-077
1278,Navana Pharmaceuticals Ltd.,Dexolyte,Dextrose Anhydrous + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Vitamin A,18 gm + 5 gm + 50 gm + 26.6 gm + 20 Lac IU,Powder,Veterinary,267-0087-077
1279,Navana Pharmaceuticals Ltd.,Navacox,Sulfaclozine,30%,Powder,Veterinary,267-0113-077
1280,Navana Pharmaceuticals Ltd.,S Trim,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,Veterinary,267-0110-077
1281,Navana Pharmaceuticals Ltd.,Oxin,Oxytetracycline,500 mg,Bolus,Veterinary,267-0130-077
1282,Navana Pharmaceuticals Ltd.,S Trim,Sulphadiazine + Trimethoprim,1000 mg + 200 mg,Bolus,Veterinary,267-0131-077
1283,Navana Pharmaceuticals Ltd.,3 S,Sulphadiazine + Sulphadimidine + Sulphapyridine,1.666 gm + 1.666 gm + 1.666 gm,Bolus,Veterinary,267-0133-077
1284,Navana Pharmaceuticals Ltd.,Rumix,Choline + Cobalt + Cyanocobalamin + Iron + Vitamin B1,9.1 mg + 50 mg + 20 mcg + 100 mg + 25 mg,Bolus,Veterinary,267-0134-077
1285,Navana Pharmaceuticals Ltd.,Navadex,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,Veterinary,267-0152-077
1286,Navana Pharmaceuticals Ltd.,Worm Kill,Albendazole,600 mg,Bolus,Veterinary,267-0139-077
1287,Navana Pharmaceuticals Ltd.,Enro,Enrofloxacin,100 mg/ml,Solution,Veterinary,267-0086-077
1288,Navana Pharmaceuticals Ltd.,Navamox Vet 100%,Amoxicillin,100 gm/100 gm,Powder,Veterinary,267-0166-077
1289,Navana Pharmaceuticals Ltd.,Livasol WS,Levamisole,46 gm/100 gm,Powder,Veterinary,267-0082-077
1290,Navana Pharmaceuticals Ltd.,Oxin WS,Oxytetracycline,20 gm/100 gm,Powder,Veterinary,267-0081-077
1291,Navana Pharmaceuticals Ltd.,Vitade Vet,Vitamin A + Vitamin D3 + Vitamin E,1000000 IU + 20000 IU + 20 IU/ml,Liquid,Veterinary,267-0080-077
1292,Navana Pharmaceuticals Ltd.,Tylos V 20%,Tylosin,20 gm/100 gm,Powder,Veterinary,267-0079-077
1293,Navana Pharmaceuticals Ltd.,Erazine,Erythromycin + Sulphadiazine + Trimethoprim,18 gm + 15 gm + 3 gm/100 gm,Powder,Veterinary,267-0186-077
1294,Navana Pharmaceuticals Ltd.,Navamox 500,Amoxicillin,500 mg,Bolus,Veterinary,267-0212-077
1295,Navana Pharmaceuticals Ltd.,P-Tamolvet 2.0 g,Paracetamol,2 gm,Bolus,Veterinary,267-0211-077
1296,Navana Pharmaceuticals Ltd.,Medavet 2 g,Metronidazole,2 gm,Bolus,Veterinary,267-0209-077
1297,Navana Pharmaceuticals Ltd.,Vetapar,Piperazine,100%,Powder,Veterinary,267-0235-077
1298,Navana Pharmaceuticals Ltd.,Tydoxy Vet,Doxycycline Hydrochloride + Tylosin Tartrate,250 mg + 200 mg/gm,Powder,Veterinary,267-0267-077
1299,Navana Pharmaceuticals Ltd.,C-Flo (Vet),Ciprofloxacin,10 gm/100 ml,Solution,Veterinary,267-0109-007
1300,Navana Pharmaceuticals Ltd.,C-Flo Vet,Ciprofloxacin,1 gm,Bolus,Veterinary,267-0312-077
1301,Navana Pharmaceuticals Ltd.,Rumix DS (Vet),Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),18.2 mg + 100 mg + 40 mcg + 200 mg + 50 mg,Bolus,Veterinary,267-0313-077
1302,Navana Pharmaceuticals Ltd.,Resmulin 45% Vet,Tiamulin Hydrogen Fumerate,45%,Powder,Veterinary,267-0442-077
1303,Navana Pharmaceuticals Ltd.,Bloatnil Vet Oral,Simethicone,1 gm/100 ml,Emulsion,Veterinary,267-0443-077
1304,Navana Pharmaceuticals Ltd.,Tilcon Vet,Tilmicosin,250 mg/ml,Oral Solution,Veterinary,267-0444-077
1305,Navana Pharmaceuticals Ltd.,Coczul Vet,Toltrazuril,2.5 gm/100 ml,Solution,Veterinary,267-0445-077
1306,Navana Pharmaceuticals Ltd.,Stedex Vet,Dexamethasone Sodium Phosphate,2 mg/ml,Injection,Veterinary,267-0446-077
1307,Navana Pharmaceuticals Ltd.,Dinac Plus,Diclofenac Sodium + Lidocaine Hydrochloride,250 mg + 200 mcg/10 ml,Injection,Veterinary,267-0378-077
1308,Navana Pharmaceuticals Ltd.,phenira (vet),Pheniramine Maleate,22.75 mg/ml,Injection,Veterinary,267-0401-077
1309,Navana Pharmaceuticals Ltd.,NAVASOL VET,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,Veterinary,267-0405-077
1310,Navana Pharmaceuticals Ltd.,Levoquin VET,Levofloxacin,10 gm/100 ml,Solution,Veterinary,267-0455-077
1311,Navana Pharmaceuticals Ltd.,Neosulcin Vet Powder,Neomycin Sulphate,50 gm/100 gm,Powder,Veterinary,267-0489-077
1312,Navana Pharmaceuticals Ltd.,Topcef Vet 0.5 g IV/IM,Ceftriaxone,500 mg/vial,Injection,Veterinary,267-0550-077
1313,Navana Pharmaceuticals Ltd.,Relpain Vet Bolus,Meloxicam,100 mg,Bolus,Veterinary,267-0551-077
1314,Navana Pharmaceuticals Ltd.,Relpain Plus Vet Bolus,Meloxicam + Paracetamol,100 mg + 1500 mg,Bolus,Veterinary,267-0552-077
1315,Navana Pharmaceuticals Ltd.,Marquin Vet Bolus,Marbofloxacin,50 mg,Bolus,Veterinary,267-0553-077
1316,Navana Pharmaceuticals Ltd.,Medavet Powder,Metronidazole,30 gm/100 gm,Water Soluble Powder,Veterinary,267-0556-077
1317,Navana Pharmaceuticals Ltd.,Nephclean Vet Powder,Methenamine + Riboflavin + Thiamine Hydrochloride + Vitamin K3,950 mg + 1 mg + 8 mg + 2 mg/gm,Water Soluble Powder,Veterinary,267-0557-077
1318,Navana Pharmaceuticals Ltd.,Nvamox DS Vet Bolus,Amoxicillin,1 gm,Bolus,Veterinary,267-0558-077
1319,Navana Pharmaceuticals Ltd.,Navaprin Vet Pour On,Eprinomectin,75 mg/15 ml,Pour On (Solution),Veterinary,267-0559-077
1320,Navana Pharmaceuticals Ltd.,Navaprin Vet Pour On,Eprinomectin,150 mg/30 ml,Pour On (Solution),Veterinary,267-0560-077
1321,Navana Pharmaceuticals Ltd.,Resuf Vet 0.25 g IM/SC,Ceftiofur,250 mg/vial,Injection,Veterinary,267-0561-077
1322,Navana Pharmaceuticals Ltd.,Resuf Vet 0.5 g IM/SC,Ceftiofur,500 mg/vial,Injection,Veterinary,267-0562-077
1323,Navana Pharmaceuticals Ltd.,Resuf Vet 1 g IM/SC,Ceftiofur,1 gm/vial,Injection,Veterinary,267-0563-077
1324,Navana Pharmaceuticals Ltd.,Relpain Vet,Meloxicam,200 mg/10 ml,Injection,Veterinary,267-0564-077
1325,Navana Pharmaceuticals Ltd.,Navafen Vet,Florfenicol,20 gm/100 ml,Oral Solution,Veterinary,267-0572-077
1326,Navana Pharmaceuticals Ltd.,Navatyl (Vet) Powder,Tylvalosin,62.5 gm/100 gm,Water Soluble Powder,Veterinary,267-0578-077
1327,Navana Pharmaceuticals Ltd.,Carfen Vet Bolus,Carprofen,500 mg,Bolus,Veterinary,267-0623-077
1328,Navana Pharmaceuticals Ltd.,Carfen Vet 10 ml,Carprofen,500 mg/10 ml,Injection,Veterinary,267-0624-077
1329,Navana Pharmaceuticals Ltd.,Carfen Vet 30 ml,Carprofen,1.5 gm/30 ml,Injection,Veterinary,267-0625-077
1330,Navana Pharmaceuticals Ltd.,"INIL Vet, 10 ml",Flunixin,500 mg/10 ml,Injection,Veterinary,267-0626-077
1331,Navana Pharmaceuticals Ltd.,"INIL Vet, 30 ml",Flunixin,1.5 gm/30 ml,Injection,Veterinary,267-0627-077
1332,Navana Pharmaceuticals Ltd.,"PQR Vet, 10 ml",Tolfenamic Acid,400 mg/10 ml,Injection,Veterinary,267-0628-077
1333,Navana Pharmaceuticals Ltd.,PQR Vet,Tolfenamic Acid,1.2 gm/30 ml,Injection,Veterinary,267-0629-077
